minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Elmer Fudd,0.6100958955162993,29.170268657670913,15.130686289786267,34.80715150948031,4.180249715566243,22.692706059439626,12.779658478079389,24.902852641734217
12,Lola Bunny,0.6327145432876152,32.21770500821047,14.012456932687165,35.50674137929601,2.378943021298503,26.45241934702625,16.491609809870145,30.8075339801517
12,Porky Pig,0.607586584677812,31.394721849959975,16.753180201762344,37.468257685473716,4.640796084849498,20.776917309164848,12.7277964946542,26.669507560559513
12,Tasmanian Devil,0.6032105405440523,29.493957006676123,13.888182196839546,32.26378119032953,4.798905457833292,16.277995502892704,6.803329333226117,19.232651893926825
12,Gossamer,0.6213392469453841,30.59818554071007,16.877946694246727,34.90380278738121,5.54515402236848,15.087416180736165,10.036594336351769,25.33060817638029
12,Granny,0.6072013384422609,29.40282487407631,13.7703357769609,35.216232919402344,4.254075852404755,25.793798708460947,13.54279102852332,24.882254030182818
12,Wile E. Coyote,0.6089637001563873,33.01893086986986,12.276309501977275,32.83648456147415,7.4692060487898875,21.826922916712373,15.981421309791177,29.778849617552414
12,Tweety,0.6082168948039431,26.239183339506756,12.60776818610927,39.33941415875236,6.670079365872748,29.088161414000986,13.231506338038532,24.665954861315146
12,Penelope,0.6112892157694264,29.632166847150923,14.375485184129628,30.83069350223471,4.3702234946827465,17.20739140878564,13.525394034892978,27.43966964434806
12,Daffy Duck,0.6344610627913411,26.98611512564525,17.275217991276367,35.589167267816244,5.078747387678984,14.45018710402115,15.987464451927387,34.68444762589938
24,Sylvester,0.630467484154334,29.280585820292163,14.433194661163986,35.35824842225858,12.540282904046204,15.837255356076819,14.107440789559714,30.78281676503052
24,Marvin the Martian,0.6031804949038241,31.604295212038217,14.927415707229981,34.30492216930929,6.674066158605137,20.965374031402305,11.937681600076875,23.835775966643165
24,Road Runner,0.6270702122632652,27.288648181772732,14.0264784295517,34.0175955801629,7.234898567428406,27.457191006390694,11.756955046843055,20.687853445454383
24,Foghorn Leghorn,0.6094853491943545,25.25258717199675,16.07773009777487,34.56668967371384,4.333647012704572,20.150145324590063,15.369207371932555,28.94304051865679
24,Bugs Bunny,0.6298328125972982,31.13975096982694,15.0307107553746,31.998883743569753,5.846978496773732,24.24795666434571,11.108189683277702,20.892106733601754
24,Elmer Fudd,0.6149625023870745,31.87714844409597,14.762092770234874,37.08568521434442,5.490040133200753,24.940450714814116,14.22782611266084,27.305083886547475
24,Lola Bunny,0.6410570649329771,32.51432084850249,13.494790914552855,38.5255857388802,3.0813269726722696,18.253282810188765,16.46221191892201,38.269822333544695
24,Porky Pig,0.625581109323136,29.358650186659748,16.0670924622486,36.651574794291214,4.767596597437262,22.524626569752755,12.633497785058207,26.141128598948765
24,Tasmanian Devil,0.6032617778576111,26.255564306938457,14.02221644871421,37.676845440902255,5.19576025951504,25.209256236126055,7.016454141253982,16.74869940649712
24,Gossamer,0.6126754128764097,35.90023913917601,14.391550757556857,36.182919044123786,7.7213598767387195,17.559037798210543,13.69449649460981,30.50774015654711
24,Granny,0.6072179797543138,28.815918374939468,14.597646567416337,35.27207928335123,8.815753076383583,25.823258793890872,14.086474068182495,23.990040288364685
24,Wile E. Coyote,0.6240017585621279,28.930838367013322,14.457523107645354,34.50078620288868,7.069216318840261,23.008153934744207,12.986654776251209,25.228795411042963
24,Tweety,0.611614345420761,24.646581872816423,13.362153129398205,38.10455906338886,6.251191005157647,26.475354385551242,8.65280029026264,18.911593777518593
24,Penelope,0.6198739736929924,21.112252750826862,13.937285128481255,31.120624231808858,7.795075934060568,17.70755133269931,9.431367829819287,20.655492015668553
24,Daffy Duck,0.6449302377367736,29.38430232307545,13.914290308974888,37.273544226041594,4.166157122231316,23.351377331934863,15.324989700451507,32.19037089517897
36,Sylvester,0.6169264767372987,31.26329919015421,13.786931932161162,34.789293604540234,8.726074299892444,21.420045485522394,11.794980149756459,24.514637567248105
36,Marvin the Martian,0.6184288246961951,31.941662078330044,14.986110150001503,34.35659663746977,6.732031100664571,17.494380113648347,11.757822916141839,26.621600313656554
36,Road Runner,0.6252366999439445,27.35130386235801,15.02601936524577,41.551742106250174,7.8992882438567165,30.125305040450563,10.936516597279493,21.588259046494354
36,Foghorn Leghorn,0.6033274914310309,32.5695659544746,16.729575109543028,33.8786119849651,6.164088600704273,17.210971902192032,16.2088644132609,31.063947834351058
36,Bugs Bunny,0.6310864812542292,33.05240843534492,16.289976095642572,35.16155811853339,4.795517978738228,23.254922119307967,14.010616060712433,27.253670770396116
36,Elmer Fudd,0.6095357627629059,28.986132186891105,16.29894788344437,36.196624150842005,4.8657211884837395,26.783816612085797,11.663045165365151,20.779135351560637
36,Lola Bunny,0.6217519026418817,35.87324837066117,13.60999145958065,38.089639760803976,5.363022996992609,24.91789948193891,18.649877456835586,35.510956747955646
36,Porky Pig,0.6222725596818384,30.119708128622616,16.40420910405654,32.464172492957246,4.327807608795979,19.146258935965353,13.683065231922011,26.991838635776116
36,Tasmanian Devil,0.6172738115665417,31.295244245595804,15.764268574133785,35.80241491093985,3.6902838121576793,33.19526122990486,9.780971385743715,15.21922728868066
36,Gossamer,0.6072154528751141,30.835808309219107,15.077707765596571,34.71381926205458,6.258722821888046,14.761101936014471,12.65549037986603,29.095224822007065
36,Granny,0.6209314088318383,27.640595126985836,14.117015217226486,36.76696476052181,6.128883461639105,20.58315350240105,12.778582506469984,27.92325199284848
36,Wile E. Coyote,0.6046352773707366,34.8047633797417,14.244714372628412,36.11595587922604,5.267447791332164,21.497119130709063,17.374890780409608,33.26897933173127
36,Tweety,0.5972297174285898,31.29320177889275,13.458684882290711,35.40941269609113,3.8424566087597194,24.09003690194713,9.510662458309318,20.351066538545762
36,Penelope,0.6073783536399892,26.32725634222286,15.195662237352751,28.405695435840663,7.425017232907091,18.401968477979604,8.428011950812845,16.400656854021744
36,Daffy Duck,0.62345717089643,29.72365339424795,13.752236182969428,31.776250294705378,5.37899650201833,22.805373650507406,16.431248867750632,29.367352573698422
